time,strategy,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2021-01-28 13:30:00-05:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,139.52000427246094,374,0.0
2021-01-28 14:30:00-05:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-28 14:30:00-05:00,MLTrader,AAPL,sell,limit,canceled,1,day,0.0,1,stock,,,
2021-01-28 14:30:00-05:00,MLTrader,AAPL,sell,stop,fill,1,day,0.0,1,stock,138.12480422973633,374,0.0
2021-01-28 14:30:00-05:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,139.52000427246094,249,0.0
2021-01-28 15:30:00-05:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-28 15:30:00-05:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,139.52000427246094,340,0.0
2021-01-28 15:30:00-05:00,MLTrader,AAPL,sell,limit,canceled,1,day,0.0,1,stock,,,
2021-01-28 15:30:00-05:00,MLTrader,AAPL,sell,stop,fill,1,day,0.0,1,stock,138.12480422973633,249,0.0
2021-01-28 16:30:00-05:00,MLTrader,AAPL,sell,limit,canceled,1,day,0.0,1,stock,,,
2021-01-28 16:30:00-05:00,MLTrader,AAPL,sell,stop,fill,1,day,0.0,1,stock,138.12480422973633,340,0.0
2021-07-28 09:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-28 09:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.69000244140625,503,0.0
2021-07-28 10:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-28 10:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-28 10:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,146.13690246582033,503,0.0
2021-07-28 10:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.69000244140625,126,0.0
2021-07-28 11:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-28 11:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-28 11:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,146.13690246582033,126,0.0
2021-07-28 11:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.69000244140625,413,0.0
2021-07-28 12:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-28 12:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.69000244140625,198,0.0
2021-07-28 12:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-28 12:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,146.13690246582033,413,0.0
2021-07-28 13:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-28 13:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-28 13:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,146.13690246582033,198,0.0
2021-07-28 13:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.69000244140625,363,0.0
2021-07-28 14:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-28 14:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-28 14:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,146.13690246582033,363,0.0
2021-07-28 14:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.69000244140625,240,0.0
2021-07-28 15:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-28 15:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.69000244140625,335,0.0
2021-07-28 15:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-28 15:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,146.13690246582033,240,0.0
2021-07-28 16:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-28 16:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,146.13690246582033,335,0.0
2021-07-29 09:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-29 09:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.3800048828125,521,0.0
2021-07-29 10:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-29 10:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.3800048828125,130,0.0
2021-07-29 10:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-29 10:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,145.82380493164064,521,0.0
2021-07-29 11:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-29 11:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-29 11:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,145.82380493164064,130,0.0
2021-07-29 11:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.3800048828125,427,0.0
2021-07-29 12:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-29 12:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-29 12:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,145.82380493164064,427,0.0
2021-07-29 12:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.3800048828125,205,0.0
2021-07-29 13:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-29 13:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-29 13:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,145.82380493164064,205,0.0
2021-07-29 13:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.3800048828125,375,0.0
2021-07-29 14:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-29 14:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.3800048828125,249,0.0
2021-07-29 14:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-29 14:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,145.82380493164064,375,0.0
2021-07-29 15:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-07-29 15:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-29 15:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,145.82380493164064,249,0.0
2021-07-29 15:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,144.3800048828125,346,0.0
2021-07-29 16:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-07-29 16:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,145.82380493164064,346,0.0
2021-10-29 09:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-29 09:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,147.22000122070312,527,0.0
2021-10-29 10:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-29 10:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,147.22000122070312,132,0.0
2021-10-29 10:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-10-29 10:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,148.69220123291015,527,0.0
2021-10-29 11:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-29 11:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-10-29 11:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,148.69220123291015,132,0.0
2021-10-29 11:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,147.22000122070312,432,0.0
2021-10-29 12:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-29 12:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-10-29 12:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,148.69220123291015,432,0.0
2021-10-29 12:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,147.22000122070312,208,0.0
2021-10-29 13:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-29 13:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,147.22000122070312,379,0.0
2021-10-29 13:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-10-29 13:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,148.69220123291015,208,0.0
2021-10-29 14:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-29 14:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-10-29 14:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,148.69220123291015,379,0.0
2021-10-29 14:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,147.22000122070312,253,0.0
2021-10-29 15:30:00-04:00,MLTrader,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-29 15:30:00-04:00,MLTrader,AAPL,buy,market,fill,1,gtc,0.0,1,stock,147.22000122070312,350,0.0
2021-10-29 15:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-10-29 15:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,148.69220123291015,253,0.0
2021-10-29 16:30:00-04:00,MLTrader,AAPL,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-10-29 16:30:00-04:00,MLTrader,AAPL,sell,limit,fill,1,day,0.0,1,stock,148.69220123291015,350,0.0
