time,strategy,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2020-06-11 09:30:00-04:00,ParameterTrader,SPY,sell,market,new,1,day,0.0,1,stock,,,
2020-06-11 09:30:00-04:00,ParameterTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-06-11 09:30:00-04:00,ParameterTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,308.239990234375,121,0.0
2020-06-11 09:30:00-04:00,ParameterTrader,SPY,sell,market,fill,1,day,0.0,1,stock,308.239990234375,253.0,0.0
2020-06-15 09:30:00-04:00,ParameterTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-06-15 09:30:00-04:00,ParameterTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,315.4800109863281,301,0.0
2020-06-17 09:30:00-04:00,ParameterTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-06-17 09:30:00-04:00,ParameterTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,310.010009765625,460,0.0
2020-06-22 09:30:00-04:00,ParameterTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-06-22 09:30:00-04:00,ParameterTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,313.489990234375,682,0.0
2020-06-25 09:30:00-04:00,ParameterTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,ParameterTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,ParameterTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,ParameterTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,ParameterTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,ParameterTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,ParameterTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,ParameterTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,ParameterTrader,SPY,buy,market,new,1,day,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,ParameterTrader,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-06-25 09:30:00-04:00,ParameterTrader,SPY,buy,market,fill,1,day,0.0,1,stock,306.1600036621094,1564.0,0.0
2020-06-25 09:30:00-04:00,ParameterTrader,SPY,buy,market,fill,1,gtc,0.0,1,stock,306.1600036621094,1047,0.0
