2024-08-14 02:32:26,860: root: INFO: IndicatorTrader : Executing the before_market_opens lifecycle method
2024-08-14 02:32:26,860: root: INFO: Current backtesting datetime 2020-01-13 09:30:00-05:00
2024-08-14 02:32:26,860: root: INFO: IndicatorTrader : Executing the before_starting_trading lifecycle method
2024-08-14 02:32:26,861: root: INFO: [34mIndicatorTrader : Executing the on_trading_iteration lifecycle method at 2024-08-14 02:32:26[0m
2024-08-14 02:32:26,931: root: INFO: [34mIndicatorTrader : Trading iteration ended at 2024-08-14 02:32:26[0m
2024-08-14 02:32:26,931: root: INFO: IndicatorTrader : [34mSleeping for 86400 seconds[0m
2024-08-14 02:32:26,932: root: INFO: Current backtesting datetime 2020-01-13 16:00:00-05:00
2024-08-14 02:32:26,932: root: INFO: Current backtesting datetime 2020-01-14 09:30:00-05:00
2024-08-14 02:32:26,933: root: INFO: [34mIndicatorTrader : Executing the on_trading_iteration lifecycle method at 2024-08-14 02:32:26[0m
2024-08-14 02:32:26,991: root: INFO: [34mIndicatorTrader : Trading iteration ended at 2024-08-14 02:32:26[0m
2024-08-14 02:32:26,992: root: INFO: IndicatorTrader : [34mSleeping for 86400 seconds[0m
2024-08-14 02:32:26,993: root: INFO: Current backtesting datetime 2020-01-14 16:00:00-05:00
2024-08-14 02:32:26,993: root: INFO: Current backtesting datetime 2020-01-15 09:30:00-05:00
2024-08-14 02:32:26,994: root: INFO: Current backtesting datetime 2020-01-15 15:59:00-05:00
2024-08-14 02:32:26,994: root: INFO: IndicatorTrader : Executing the before_market_closes lifecycle method
2024-08-14 02:32:26,995: root: INFO: Current backtesting datetime 2020-01-15 16:00:00-05:00
2024-08-14 02:32:26,995: root: INFO: IndicatorTrader : Executing the after_market_closes lifecycle method
2024-08-14 02:32:26,995: root: INFO: IndicatorTrader : Executing the on_strategy_end lifecycle method
2024-08-14 02:32:27,188: root: INFO: Backtesting finished
2024-08-14 02:32:27,190: root: INFO: There were no trades in this backtest.
2024-08-14 02:32:27,213: root: ERROR: Not enough data to create a tearsheet, at least 2 days of data are required. Skipping
2024-08-14 02:32:27,213: backtest_stats: INFO: Backtest took 0:00:01.295728 for a speed of 0.000
